id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,day_of_week,is_weekend,quarter,scaled_sell_price,pi_mean,poblacion,Crecimiento_p,pib_por_estado,riqueza_per_capita,wti
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,4.34,6,1,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,2.98,6,1,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,1.0,6,1,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,7.94,6,1,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_2,15,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,0.46,6,1,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,1.56,6,1,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_2,0,2011-01-30,11101,Sunday,2,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,3.17,6,1,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,9.58,0,0,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,3.97,0,0,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,2.97,0,0,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,4.34,0,0,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,2.98,0,0,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,1.0,0,0,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,7.94,0,0,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_3,0,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,0.46,0,0,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_3,7,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,1.56,0,0,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_3,1,2011-01-31,11101,Monday,3,2011-01,2011,No Event,No Type,No Event,No Type,0,0,0,3.17,0,0,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,92.19
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,9.58,1,0,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,3.97,1,0,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,2.97,1,0,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,4.34,1,0,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,2.98,1,0,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,1.0,1,0,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,7.94,1,0,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,0.46,1,0,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_4,3,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,1.56,1,0,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_4,0,2011-02-01,11101,Tuesday,4,2011-02,2011,No Event,No Type,No Event,No Type,1,1,0,3.17,1,0,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.77
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,9.58,2,0,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,3.97,2,0,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,2.97,2,0,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,4.34,2,0,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,2.98,2,0,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,1.0,2,0,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,7.94,2,0,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,0.46,2,0,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,1.56,2,0,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2011-02,2011,No Event,No Type,No Event,No Type,1,0,1,3.17,2,0,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.86
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,9.58,3,0,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,3.97,3,0,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,2.97,3,0,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,4.34,3,0,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,2.98,3,0,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,1.0,3,0,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,7.94,3,0,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_6,4,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,0.46,3,0,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_6,2,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,1.56,3,0,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,3.17,3,0,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,90.54
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,9.58,4,0,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,3.97,4,0,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,2.97,4,0,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,4.34,4,0,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,2.98,4,0,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,1.0,4,0,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,7.94,4,0,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_7,6,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,0.46,4,0,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_7,3,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,1.56,4,0,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2011-02,2011,No Event,No Type,No Event,No Type,1,0,0,3.17,4,0,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.03
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,9.58,5,1,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,3.97,5,1,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,2.97,5,1,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_004_CA_1_evaluation,HOBBIES_1_004,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,4.34,5,1,1,0.22860135622142874,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_005_CA_1_evaluation,HOBBIES_1_005,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,2.98,5,1,1,-0.2899317170079479,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_006_CA_1_evaluation,HOBBIES_1_006,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,1.0,5,1,1,-1.0448548677389522,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_007_CA_1_evaluation,HOBBIES_1_007,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,7.94,5,1,1,1.6011889030050734,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_008_CA_1_evaluation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,d_8,5,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,0.46,5,1,1,-1.250742999756499,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_009_CA_1_evaluation,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA_1,CA,d_8,9,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,1.56,5,1,1,-0.8313412493503853,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_010_CA_1_evaluation,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2011-02,2011,No Event,No Type,No Event,No Type,1,1,1,3.17,5,1,1,-0.2174895964832556,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_001_CA_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,d_9,0,2011-02-06,11102,Sunday,2,2011-02,2011,SuperBowl,Sporting,No Event,No Type,1,1,1,9.58,6,1,1,2.226478785428733,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_002_CA_1_evaluation,HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,d_9,0,2011-02-06,11102,Sunday,2,2011-02,2011,SuperBowl,Sporting,No Event,No Type,1,1,1,3.97,6,1,1,0.08752985835755432,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
HOBBIES_1_003_CA_1_evaluation,HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,d_9,0,2011-02-06,11102,Sunday,2,2011-02,2011,SuperBowl,Sporting,No Event,No Type,1,1,1,2.97,6,1,1,-0.29374446019345796,29541862.13793103,37638369.0,0.82,728344.5666666668,15065.0,89.74315789473684
